fill
fill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,225,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,0,150,150,150,150,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,225,220,220,220,0,0,0,150,225,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,225,220,220,150,150,150,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,220,150,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,0,0,0,0,150,150,220,220,0,0,0,0,0,0,0,0,0,0,150,225,220,0,0,0,0,0,0,0,0,0,0,0,150,225,220,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,150,150,225,220,0,0,0,0,0,0,0,0,0,0,0,0,150,225,220,0,0,0,0,0,0,0,0,150,150,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,225,220,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,150,150,150,150,0,150,150,150,0,0,0,0,0,0,0,0,0,150,150,220,0,0,0,0,0,0,0,0,150,150,150,225,150,150,150,225,150,150,150,150,150,150,0,150,150,225,150,0,0,0,0,0,0,0,0,0,0,150,150,150,0,150,150,150,150,150,150,150,150,225,150,150,225,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,150,150,150,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
